HOLE:	1244D
LEG:	204
TOP:	0.0180
BOTTOM:	351.7572
DEPTH_LSF	RHOB	DRHO	DRRT	PEF
m	g/cm3	g/cm3	g/cm3	barns/e-
336.2124	1.7171	0.1262	0.1430	2.9654
336.3648	1.7559	0.1329	0.1718	3.1318
336.5172	1.7514	0.1424	0.2541	3.1425
336.6696	1.7034	0.1349	0.2816	3.0793
336.8220	1.6565	0.1157	0.3023	2.8442
336.9744	1.6341	0.1009	0.2372	2.6788
337.1268	1.6576	0.1003	0.1680	2.5929
337.2792	1.6870	0.1023	0.1173	2.7363
337.4316	1.7123	0.1068	0.1101	2.8684
337.5840	1.7282	0.1145	0.1115	2.8014
337.7364	1.7216	0.1195	0.1138	2.5463
337.8888	1.7059	0.1123	0.1770	2.5365
338.0412	1.7008	0.1035	0.2056	2.7885
338.1936	1.7037	0.0975	0.1984	3.0687
338.3460	1.7085	0.1030	0.1581	2.9086
338.4984	1.7059	0.1156	0.1208	2.7671
338.6508	1.6821	0.1153	0.1485	2.7779
338.8032	1.6782	0.1153	0.1996	2.9686
338.9556	1.6805	0.1106	0.2350	3.0310
339.1080	1.7064	0.1102	0.1675	2.8460
339.2604	1.7192	0.0997	0.0859	2.9554
339.4128	1.7346	0.0909	0.0531	3.0399
339.5652	1.7526	0.0917	0.0906	3.2042
339.7176	1.7550	0.0885	0.1333	3.1981
339.8700	1.7525	0.0819	0.1438	3.0992
340.0224	1.7468	0.0751	0.1184	3.0607
340.1748	1.7427	0.0701	0.0885	2.9954
340.3272	1.7509	0.0755	0.0887	3.1207
340.4796	1.7011	0.0791	0.0941	3.0986
340.6320	1.6915	0.0818	0.1141	2.9899
340.7844	1.6815	0.0708	0.1225	2.9004
340.9368	1.7216	0.0690	0.1480	3.0510
341.0892	1.7229	0.0679	0.1306	3.1556
341.2416	1.7084	0.0574	0.1093	3.1379
341.3940	1.7100	0.0543	0.0701	3.1717
341.5464	1.7219	0.0577	0.0570	3.2505
341.6988	1.7381	0.0630	0.0404	3.0357
341.8512	1.7367	0.0625	0.0540	2.8440
342.0036	1.7373	0.0643	0.0511	2.7888
342.1560	1.7399	0.0700	0.0816	3.0013
342.3084	1.7439	0.0699	0.0689	2.9489
342.4608	1.7416	0.0660	0.1231	2.9348
342.6132	1.7242	0.0511	0.1326	2.8832
342.7656	1.7145	0.0423	0.0970	3.0400
342.9180	1.7034	0.0346	0.0492	3.2588
343.0704	1.6874	0.0260	0.0585	3.5274
343.2228	1.6631	0.0099	0.0473	3.5547
343.3752	1.6555	-0.0033	0.0531	3.2033
343.5276	1.6622	-0.0084	0.0507	2.8891
343.6800	1.6714	-0.0094	0.0918	2.8781
343.8324	1.6749	-0.0068	0.0769	3.2461
343.9848	1.6871	-0.0018	0.0570	3.5306
344.1372	1.6954	0.0023	0.0650	3.6009
344.2896	1.7025	0.0050	0.1003	3.3502
344.4420	1.7208	0.0179	0.0978	3.1254
344.5944	1.7433	0.0371	0.0834	2.9552
344.7468	1.7310	0.0336	0.0708	2.7651
344.8992	1.7041	0.0302	0.0938	2.7116
345.0516	1.6634	0.0219	0.0749	2.6173
345.2040	1.6553	0.0276	0.0857	2.6788
345.3564	1.6742	0.0249	0.2206	2.6932
345.5088	1.6965	0.0162	0.2559	2.8789
345.6612	1.7125	0.0128	0.1784	2.8523
345.8136	1.6976	-0.0024	0.0860	2.7481
345.9660	1.6902	-0.0073	0.0934	2.5901
346.1184	1.6819	-0.0142	0.1146	2.5312
346.2708	1.6994	-0.0100	0.1158	2.5956
346.4232	1.7186	-0.0069	0.1003	2.7372
346.5756	1.7291	-0.0035	0.0850	2.9381
346.7280	1.7203	-0.0004	0.1124	3.1402
346.8804	1.7063	0.0024	0.1685	3.2716
347.0328	1.7069	0.0015	0.2077	3.2411
347.1852	1.7254	0.0032	0.2033	3.1861
347.3376	1.7434	0.0026	0.1906	3.2089
347.4900	1.7350	-0.0046	0.2014	3.1774
347.6424	1.7209	-0.0084	0.2071	3.1929
347.7948	1.7121	-0.0039	0.1899	3.1812
347.9472	1.7239	0.0057	0.2109	3.1625
348.0996	1.7280	0.0008	0.2266	3.0075
348.2520	1.7280	-0.0107	0.2114	2.8990
348.4044	1.7171	-0.0253	0.1753	2.9445
348.5568	1.7067	-0.0349	0.0957	3.1356
348.7092	1.6954	-0.0432	0.0525	3.2110
348.8616	1.7009	-0.0395	0.0293	3.3004
349.0140	1.7028	-0.0376	0.0871	3.4199
349.1664	1.7081	-0.0366	0.1151	3.4632
349.3188	1.7048	-0.0404	0.1218	3.3387
349.4712	1.7022	-0.0343	0.1527	3.1532
349.6236	1.7001	-0.0341	0.1621	3.1637
349.7760	1.7045	-0.0346	0.1540	3.2546
349.9284	1.7083	-0.0396	0.1434	3.2840
350.0808	1.7150	-0.0336	0.1859	3.3578
350.2332	1.7141	-0.0243	0.2099	3.5331
350.3856	1.7183	-0.0194	0.1865	3.6462
350.5380	1.7360	-0.0138	0.1533	3.6155
350.6904	1.7522	-0.0074	0.1220	3.6001
350.8428	1.7544	-0.0018	0.1265	3.5288
350.9952	1.7416	0.0084	0.1144	3.5451
351.1476	1.7382	0.0215	0.1679	3.3917
351.3000	1.7366	0.0313	0.2056	3.2581
351.4524	1.7192	0.0254	0.2042	3.0534
351.6048	1.6901	0.0033	0.1598	2.8174
351.7572	1.6731	-0.0101	0.0996	2.7460
