HOLE:	1230A
LEG:	201
TOP:	79.0956
BOTTOM:	261.9756
DEPTH_WMSF	DTCO	DT2	DTST	VCO	VS2	VST
m	us/ft	us/ft	us/ft	km/s	km/s	km/s
256.9464	162.5473	504.1435	649.5597	1.8752	0.6046	0.4692
257.0988	162.9337	498.8815	623.1240	1.8707	0.6110	0.4892
257.2512	163.4847	507.0768	595.2510	1.8644	0.6011	0.5121
257.4036	163.5224	512.0965	610.4613	1.8640	0.5952	0.4993
257.5560	163.3609	514.8391	614.3198	1.8658	0.5920	0.4962
257.7084	163.3226	519.8539	615.0585	1.8663	0.5863	0.4956
257.8608	160.3548	544.3625	615.7972	1.9008	0.5599	0.4950
258.0132	161.8490	518.2568	626.4326	1.8833	0.5881	0.4866
258.1656	161.7174	520.6009	624.4689	1.8848	0.5855	0.4881
258.3180	161.6231	518.1033	622.5052	1.8859	0.5883	0.4896
258.4704	161.5313	518.1945	610.3419	1.8870	0.5882	0.4994
258.6228	161.4846	517.9585	646.7072	1.8875	0.5885	0.4713
258.7752	161.5396	516.2012	631.6180	1.8869	0.5905	0.4826
258.9276	161.1752	521.0706	633.1174	1.8911	0.5850	0.4814
259.0800	161.2197	520.3497	652.5052	1.8906	0.5858	0.4671
259.2324	161.1762	521.3809	608.4667	1.8911	0.5846	0.5009
259.3848	161.2486	517.5330	608.4667	1.8903	0.5890	0.5009
259.5372	161.6760	523.1761	605.5135	1.8853	0.5826	0.5034
259.6896	161.5116	522.8655	628.0934	1.8872	0.5829	0.4853
259.8420	161.5020	518.8417	614.0480	1.8873	0.5875	0.4964
259.9944	161.7446	529.3179	627.6947	1.8845	0.5758	0.4856
260.1468	161.8819	520.1920	627.2959	1.8829	0.5859	0.4859
260.2992	161.6747	517.4944	634.7180	1.8853	0.5890	0.4802
260.4516	161.7357	520.6747	644.9334	1.8846	0.5854	0.4726
260.6040	161.8652	513.0146	655.1488	1.8831	0.5941	0.4652
260.7564	162.1165	515.9730	660.3286	1.8802	0.5907	0.4616
260.9088	162.4395	517.8692	665.5084	1.8764	0.5886	0.4580
261.0612	162.5322	517.4077	609.7368	1.8753	0.5891	0.4999
261.2136	162.3074	524.6521	595.4144	1.8779	0.5810	0.5119
261.3660	162.3484	525.1113	595.4850	1.8775	0.5805	0.5119
261.5184	162.2732	524.8177	608.8060	1.8783	0.5808	0.5007
261.6708	162.4494	534.6568	591.0638	1.8763	0.5701	0.5157
261.8232	162.3751	536.7462	573.3215	1.8772	0.5679	0.5316
261.9756	162.4645	523.3943	626.1865	1.8761	0.5824	0.4868
